subject,arm,cam,n_train,n_kept,train_rms_px,test_rms_med_px,iod_mm
subject0013,GEN,cam00,0,0,nan,29.357,nan
subject0013,T,cam01,60,60,4.230,5.286,89.642
subject0013,Tk,cam01,30,30,3.496,5.010,89.668
subject0013,S,cam01,60,30,2.816,4.958,89.465
subject0013,GEN,cam01,0,0,nan,27.359,nan
subject0013,T,cam08,60,60,4.625,5.638,88.967
subject0013,Tk,cam08,30,30,3.679,5.442,89.006
subject0013,S,cam08,60,30,3.151,5.494,88.821
subject0013,GEN,cam08,0,0,nan,33.434,nan
subject0013,T,cam09,60,60,5.033,6.955,89.138
subject0013,Tk,cam09,30,30,3.869,6.959,89.089
subject0013,S,cam09,60,30,3.360,6.888,89.054
subject0013,GEN,cam09,0,0,nan,32.697,nan
subject0013,T,cam10,60,60,6.064,8.176,88.089
subject0013,Tk,cam10,30,30,4.408,8.418,88.017
subject0013,S,cam10,60,30,4.234,8.118,88.087
subject0013,GEN,cam10,0,0,nan,38.304,nan
subject0013,T,cam16,60,60,4.059,5.345,88.835
subject0013,Tk,cam16,30,30,3.329,6.017,89.339
subject0013,S,cam16,60,30,2.260,6.079,90.335
subject0013,GEN,cam16,0,0,nan,29.794,nan
subject0013,T,cam17,60,60,4.402,5.787,89.185
subject0013,Tk,cam17,30,30,3.404,5.560,89.180
subject0013,S,cam17,60,30,2.670,5.576,89.044
subject0013,GEN,cam17,0,0,nan,32.082,nan
subject0013,S240,cam10,123,61,4.320,8.182,88.227
subject0013,F,cam00,420,0,nan,22.715,89.605
subject0013,F,cam01,420,0,nan,28.326,89.605
subject0013,F,cam08,420,0,nan,15.830,89.605
subject0013,F,cam09,420,0,nan,15.352,89.605
subject0013,F,cam10,420,0,nan,39.537,89.605
subject0013,F,cam16,420,0,nan,34.197,89.605
subject0013,F,cam17,420,0,nan,17.837,89.605
subject0013,M,cam00,420,210,7.511,11.694,89.168
subject0013,M,cam01,420,210,7.511,13.324,89.168
subject0013,M,cam08,420,210,7.511,11.468,89.168
subject0013,M,cam09,420,210,7.511,13.534,89.168
subject0013,M,cam10,420,210,7.511,29.248,89.168
subject0013,M,cam16,420,210,7.511,21.295,89.168
subject0013,M,cam17,420,210,7.511,12.473,89.168
subject0013,S_cross,cam00,0,0,nan,54.389,nan
subject0013,S_cross,cam01,0,0,nan,44.441,nan
subject0013,S_cross,cam08,0,0,nan,47.314,nan
subject0013,S_cross,cam09,0,0,nan,31.902,nan
subject0013,S_cross,cam16,0,0,nan,55.010,nan
subject0013,S_cross,cam17,0,0,nan,39.679,nan
subject0014,T,cam00,60,60,5.041,5.653,89.833
subject0014,Tk,cam00,30,30,3.346,6.305,89.914
subject0014,S,cam00,60,30,2.465,6.231,89.968
subject0014,GEN,cam00,0,0,nan,20.954,nan
subject0014,T,cam01,60,60,5.506,6.103,89.788
subject0014,Tk,cam01,30,30,3.699,5.721,89.894
subject0014,S,cam01,60,30,2.957,5.940,90.023
subject0014,GEN,cam01,0,0,nan,22.060,nan
subject0014,T,cam02,60,60,5.149,6.579,88.027
subject0014,Tk,cam02,30,30,3.641,6.666,89.100
subject0014,S,cam02,60,30,3.475,6.615,89.720
subject0014,GEN,cam02,0,0,nan,30.113,nan
subject0014,T,cam03,60,60,3.498,4.839,87.922
subject0014,Tk,cam03,30,30,2.642,4.864,88.728
subject0014,S,cam03,60,30,2.286,4.744,89.636
subject0014,GEN,cam03,0,0,nan,27.640,nan
subject0014,T,cam07,60,60,4.264,5.309,88.215
subject0014,Tk,cam07,30,30,3.016,5.088,89.042
subject0014,S,cam07,60,30,2.828,5.073,88.865
subject0014,GEN,cam07,0,0,nan,22.210,nan
subject0014,T,cam08,60,60,6.494,7.418,90.269
subject0014,Tk,cam08,30,30,5.127,6.380,90.391
subject0014,S,cam08,60,30,3.791,6.170,90.065
subject0014,GEN,cam08,0,0,nan,18.841,nan
subject0014,T,cam09,60,60,7.412,6.784,90.044
subject0014,Tk,cam09,30,30,5.464,6.422,90.156
subject0014,S,cam09,60,30,4.055,6.215,89.890
subject0014,GEN,cam09,0,0,nan,20.330,nan
subject0014,T,cam10,60,60,8.617,9.759,88.535
subject0014,Tk,cam10,30,30,6.165,9.304,88.485
subject0014,S,cam10,60,30,4.516,10.083,88.543
subject0014,GEN,cam10,0,0,nan,35.592,nan
subject0014,T,cam16,60,60,5.206,6.551,89.901
subject0014,Tk,cam16,30,30,4.270,6.248,90.132
subject0014,S,cam16,60,30,3.269,6.187,90.056
subject0014,GEN,cam16,0,0,nan,28.030,nan
subject0014,T,cam17,60,60,5.786,7.536,90.073
subject0014,Tk,cam17,30,30,4.102,6.297,90.083
subject0014,S,cam17,60,30,2.542,6.371,90.183
subject0014,GEN,cam17,0,0,nan,22.190,nan
subject0014,S240,cam09,114,57,4.767,6.776,89.850
subject0014,F,cam00,600,0,nan,15.607,89.717
subject0014,F,cam01,600,0,nan,17.677,89.717
subject0014,F,cam02,600,0,nan,38.996,89.717
subject0014,F,cam03,600,0,nan,41.465,89.717
subject0014,F,cam07,600,0,nan,28.326,89.717
subject0014,F,cam08,600,0,nan,16.923,89.717
subject0014,F,cam09,600,0,nan,15.474,89.717
subject0014,F,cam10,600,0,nan,35.755,89.717
subject0014,F,cam16,600,0,nan,29.283,89.717
subject0014,F,cam17,600,0,nan,22.891,89.717
subject0014,M,cam00,600,300,9.544,9.679,89.772
subject0014,M,cam01,600,300,9.544,9.657,89.772
subject0014,M,cam02,600,300,9.544,19.522,89.772
subject0014,M,cam03,600,300,9.544,17.319,89.772
subject0014,M,cam07,600,300,9.544,18.610,89.772
subject0014,M,cam08,600,300,9.544,13.600,89.772
subject0014,M,cam09,600,300,9.544,14.437,89.772
subject0014,M,cam10,600,300,9.544,38.260,89.772
subject0014,M,cam16,600,300,9.544,24.217,89.772
subject0014,M,cam17,600,300,9.544,27.990,89.772
subject0014,S_cross,cam00,0,0,nan,32.237,nan
subject0014,S_cross,cam01,0,0,nan,31.270,nan
subject0014,S_cross,cam02,0,0,nan,56.031,nan
subject0014,S_cross,cam03,0,0,nan,66.456,nan
subject0014,S_cross,cam07,0,0,nan,49.047,nan
subject0014,S_cross,cam08,0,0,nan,15.209,nan
subject0014,S_cross,cam10,0,0,nan,32.223,nan
subject0014,S_cross,cam16,0,0,nan,31.297,nan
subject0014,S_cross,cam17,0,0,nan,14.783,nan
subject0016,T,cam00,60,60,4.998,5.952,90.686
subject0016,Tk,cam00,30,30,4.086,5.972,90.592
subject0016,S,cam00,60,30,3.286,5.878,90.052
subject0016,GEN,cam00,0,0,nan,20.726,nan
subject0016,T,cam01,60,60,5.547,6.993,90.276
subject0016,Tk,cam01,30,30,4.541,6.670,90.484
subject0016,S,cam01,60,30,3.197,6.781,90.423
subject0016,GEN,cam01,0,0,nan,22.132,nan
subject0016,T,cam08,60,60,5.237,6.104,90.031
subject0016,Tk,cam08,30,30,4.393,6.066,90.271
subject0016,S,cam08,60,30,3.701,5.878,89.739
subject0016,GEN,cam08,0,0,nan,19.454,nan
subject0016,T,cam09,60,60,5.297,6.592,90.298
subject0016,Tk,cam09,30,30,4.045,6.113,90.220
subject0016,S,cam09,60,30,3.180,6.000,90.083
subject0016,GEN,cam09,0,0,nan,21.706,nan
subject0016,T,cam10,60,60,6.905,9.133,89.159
subject0016,Tk,cam10,30,30,4.714,8.210,89.373
subject0016,S,cam10,60,30,4.195,9.036,89.644
subject0016,GEN,cam10,0,0,nan,33.060,nan
subject0016,T,cam16,60,60,7.010,9.093,88.923
subject0016,Tk,cam16,30,30,5.812,8.539,89.627
subject0016,S,cam16,60,30,5.009,9.161,89.685
subject0016,GEN,cam16,0,0,nan,27.728,nan
subject0016,T,cam17,60,60,5.116,5.907,89.977
subject0016,Tk,cam17,30,30,3.986,5.591,90.133
subject0016,S,cam17,60,30,3.218,5.324,89.575
subject0016,GEN,cam17,0,0,nan,24.024,nan
subject0016,S240,cam09,119,59,3.097,5.925,90.013
subject0016,F,cam00,420,0,nan,45.104,90.044
subject0016,F,cam01,420,0,nan,47.261,90.044
subject0016,F,cam08,420,0,nan,14.089,90.044
subject0016,F,cam09,420,0,nan,12.174,90.044
subject0016,F,cam10,420,0,nan,35.464,90.044
subject0016,F,cam16,420,0,nan,33.330,90.044
subject0016,F,cam17,420,0,nan,16.276,90.044
subject0016,M,cam00,420,210,8.723,14.174,90.097
subject0016,M,cam01,420,210,8.723,14.664,90.097
subject0016,M,cam08,420,210,8.723,13.035,90.097
subject0016,M,cam09,420,210,8.723,14.945,90.097
subject0016,M,cam10,420,210,8.723,27.959,90.097
subject0016,M,cam16,420,210,8.723,19.396,90.097
subject0016,M,cam17,420,210,8.723,22.378,90.097
subject0016,S_cross,cam00,0,0,nan,48.593,nan
subject0016,S_cross,cam01,0,0,nan,47.684,nan
subject0016,S_cross,cam08,0,0,nan,19.281,nan
subject0016,S_cross,cam10,0,0,nan,28.995,nan
subject0016,S_cross,cam16,0,0,nan,37.044,nan
subject0016,S_cross,cam17,0,0,nan,19.461,nan
subject0015,T,cam00,60,60,6.137,8.324,90.008
subject0015,Tk,cam00,30,30,4.902,8.622,89.937
subject0015,S,cam00,60,30,3.935,8.776,89.636
subject0015,GEN,cam00,0,0,nan,23.026,nan
subject0015,T,cam01,60,60,5.744,8.184,89.691
subject0015,Tk,cam01,30,30,4.475,8.292,89.774
subject0015,S,cam01,60,30,3.683,8.472,89.689
subject0015,GEN,cam01,0,0,nan,25.185,nan
subject0015,T,cam02,60,60,6.430,8.979,88.446
subject0015,Tk,cam02,30,30,4.835,8.440,89.022
subject0015,S,cam02,60,30,3.953,8.189,88.973
subject0015,GEN,cam02,0,0,nan,30.347,nan
subject0015,T,cam08,60,60,5.119,6.355,89.281
subject0015,Tk,cam08,30,30,4.265,6.052,89.165
subject0015,S,cam08,60,30,2.888,5.686,88.503
subject0015,GEN,cam08,0,0,nan,32.096,nan
subject0015,T,cam09,60,60,5.544,7.275,89.127
subject0015,Tk,cam09,30,30,4.349,6.295,89.121
subject0015,S,cam09,60,30,3.239,6.298,89.078
subject0015,GEN,cam09,0,0,nan,34.164,nan
subject0015,T,cam10,60,60,6.768,9.502,88.523
subject0015,Tk,cam10,30,30,5.166,8.540,88.540
subject0015,S,cam10,60,30,3.880,9.093,88.372
subject0015,GEN,cam10,0,0,nan,39.602,nan
subject0015,T,cam16,60,60,4.887,8.368,89.307
subject0015,Tk,cam16,30,30,4.107,8.288,89.639
subject0015,S,cam16,60,30,2.608,8.388,89.332
subject0015,GEN,cam16,0,0,nan,34.167,nan
subject0015,T,cam17,60,60,5.690,7.151,89.431
subject0015,Tk,cam17,30,30,4.473,6.252,89.498
subject0015,S,cam17,60,30,3.312,6.057,89.220
subject0015,GEN,cam17,0,0,nan,32.802,nan
subject0015,S240,cam09,123,61,2.973,6.736,89.073
subject0015,F,cam00,480,0,nan,20.700,89.496
subject0015,F,cam01,480,0,nan,20.468,89.496
subject0015,F,cam02,480,0,nan,36.967,89.496
subject0015,F,cam08,480,0,nan,19.683,89.496
subject0015,F,cam09,480,0,nan,19.022,89.496
subject0015,F,cam10,480,0,nan,41.077,89.496
subject0015,F,cam16,480,0,nan,35.924,89.496
subject0015,F,cam17,480,0,nan,22.430,89.496
subject0015,M,cam00,480,240,9.932,15.738,89.451
subject0015,M,cam01,480,240,9.932,12.501,89.451
subject0015,M,cam02,480,240,9.932,19.543,89.451
subject0015,M,cam08,480,240,9.932,13.020,89.451
subject0015,M,cam09,480,240,9.932,15.163,89.451
subject0015,M,cam10,480,240,9.932,33.553,89.451
subject0015,M,cam16,480,240,9.932,23.948,89.451
subject0015,M,cam17,480,240,9.932,21.702,89.451
subject0015,S_cross,cam00,0,0,nan,43.251,nan
subject0015,S_cross,cam01,0,0,nan,39.916,nan
subject0015,S_cross,cam02,0,0,nan,47.805,nan
subject0015,S_cross,cam08,0,0,nan,22.293,nan
subject0015,S_cross,cam10,0,0,nan,33.029,nan
subject0015,S_cross,cam16,0,0,nan,40.927,nan
subject0015,S_cross,cam17,0,0,nan,22.853,nan
subject0007,T,cam00,60,60,4.670,5.492,89.497
subject0007,Tk,cam00,30,30,3.943,5.682,89.480
subject0007,S,cam00,60,30,3.210,5.684,89.295
subject0007,GEN,cam00,0,0,nan,26.806,nan
subject0007,T,cam01,60,60,5.307,6.146,89.378
subject0007,Tk,cam01,30,30,3.940,6.015,89.399
subject0007,S,cam01,60,30,3.143,6.054,89.448
subject0007,GEN,cam01,0,0,nan,29.068,nan
subject0007,T,cam02,60,60,4.357,5.857,87.566
subject0007,Tk,cam02,30,30,3.213,5.481,88.117
subject0007,S,cam02,60,30,2.895,5.757,88.156
subject0007,GEN,cam02,0,0,nan,31.156,nan
subject0007,T,cam03,60,60,3.777,4.651,88.042
subject0007,Tk,cam03,30,30,2.983,3.956,88.804
subject0007,S,cam03,60,30,2.160,3.990,88.997
subject0007,GEN,cam03,0,0,nan,28.485,nan
subject0007,T,cam04,60,60,4.067,5.063,89.288
subject0007,Tk,cam04,30,30,3.259,4.521,89.313
subject0007,S,cam04,60,30,2.445,4.278,89.369
subject0007,GEN,cam04,0,0,nan,25.242,nan
subject0007,T,cam07,60,60,4.594,6.356,88.460
subject0007,Tk,cam07,30,30,3.695,6.440,88.679
subject0007,S,cam07,60,30,3.351,6.359,87.877
subject0007,GEN,cam07,0,0,nan,24.895,nan
subject0007,T,cam08,60,60,6.176,6.752,89.602
subject0007,Tk,cam08,30,30,5.034,6.543,89.588
subject0007,S,cam08,60,30,4.250,6.779,89.061
subject0007,GEN,cam08,0,0,nan,24.435,nan
subject0007,T,cam09,60,60,5.373,6.611,89.624
subject0007,Tk,cam09,30,30,4.435,6.722,89.635
subject0007,S,cam09,60,30,3.921,6.617,89.466
subject0007,GEN,cam09,0,0,nan,23.595,nan
subject0007,T,cam10,60,60,8.947,11.685,88.581
subject0007,Tk,cam10,30,30,7.049,11.230,88.594
subject0007,S,cam10,60,30,6.338,10.998,88.613
subject0007,GEN,cam10,0,0,nan,34.707,nan
subject0007,T,cam16,60,60,6.473,7.730,89.094
subject0007,Tk,cam16,30,30,4.917,7.518,89.379
subject0007,S,cam16,60,30,4.524,7.759,89.093
subject0007,GEN,cam16,0,0,nan,29.822,nan
subject0007,T,cam17,60,60,5.128,5.971,89.651
subject0007,Tk,cam17,30,30,4.222,5.982,89.705
subject0007,S,cam17,60,30,3.776,6.092,89.557
subject0007,GEN,cam17,0,0,nan,23.990,nan
subject0007,S240,cam09,124,62,3.772,6.298,89.526
subject0007,F,cam00,660,0,nan,10.915,89.329
subject0007,F,cam01,660,0,nan,15.948,89.329
subject0007,F,cam02,660,0,nan,38.409,89.329
subject0007,F,cam03,660,0,nan,41.187,89.329
subject0007,F,cam04,660,0,nan,34.587,89.329
subject0007,F,cam07,660,0,nan,28.087,89.329
subject0007,F,cam08,660,0,nan,21.692,89.329
subject0007,F,cam09,660,0,nan,21.507,89.329
subject0007,F,cam10,660,0,nan,37.280,89.329
subject0007,F,cam16,660,0,nan,32.651,89.329
subject0007,F,cam17,660,0,nan,26.301,89.329
subject0007,M,cam00,660,330,9.591,8.919,89.358
subject0007,M,cam01,660,330,9.591,9.719,89.358
subject0007,M,cam02,660,330,9.591,14.198,89.358
subject0007,M,cam03,660,330,9.591,16.644,89.358
subject0007,M,cam04,660,330,9.591,16.930,89.358
subject0007,M,cam07,660,330,9.591,15.873,89.358
subject0007,M,cam08,660,330,9.591,13.701,89.358
subject0007,M,cam09,660,330,9.591,15.563,89.358
subject0007,M,cam10,660,330,9.591,31.078,89.358
subject0007,M,cam16,660,330,9.591,21.215,89.358
subject0007,M,cam17,660,330,9.591,27.106,89.358
subject0007,S_cross,cam00,0,0,nan,29.235,nan
subject0007,S_cross,cam01,0,0,nan,27.328,nan
subject0007,S_cross,cam02,0,0,nan,52.055,nan
subject0007,S_cross,cam03,0,0,nan,62.150,nan
subject0007,S_cross,cam04,0,0,nan,70.215,nan
subject0007,S_cross,cam07,0,0,nan,46.054,nan
subject0007,S_cross,cam08,0,0,nan,14.961,nan
subject0007,S_cross,cam10,0,0,nan,27.148,nan
subject0007,S_cross,cam16,0,0,nan,33.106,nan
subject0007,S_cross,cam17,0,0,nan,14.882,nan
subject0018,T,cam00,60,60,5.183,6.806,90.204
subject0018,Tk,cam00,30,30,3.951,6.758,90.256
subject0018,S,cam00,60,30,3.564,6.743,90.188
subject0018,GEN,cam00,0,0,nan,22.167,nan
subject0018,T,cam01,60,60,5.825,6.969,90.027
subject0018,Tk,cam01,30,30,4.964,7.051,90.089
subject0018,S,cam01,60,30,4.096,7.012,90.101
subject0018,GEN,cam01,0,0,nan,21.445,nan
subject0018,T,cam02,60,60,5.633,8.219,88.701
subject0018,Tk,cam02,30,30,4.265,8.111,88.929
subject0018,S,cam02,60,30,3.830,8.492,89.516
subject0018,GEN,cam02,0,0,nan,27.264,nan
subject0018,T,cam03,60,60,5.104,7.586,88.951
subject0018,Tk,cam03,30,30,3.929,7.413,89.129
subject0018,S,cam03,60,30,3.222,7.408,90.022
subject0018,GEN,cam03,0,0,nan,24.838,nan
subject0018,T,cam07,60,60,4.780,6.469,90.243
subject0018,Tk,cam07,30,30,3.837,6.286,89.832
subject0018,S,cam07,60,30,3.356,6.118,89.841
subject0018,GEN,cam07,0,0,nan,22.918,nan
subject0018,T,cam08,60,60,4.916,5.620,90.443
subject0018,Tk,cam08,30,30,3.549,5.667,90.482
subject0018,S,cam08,60,30,2.859,5.837,90.113
subject0018,GEN,cam08,0,0,nan,23.130,nan
subject0018,T,cam09,60,60,5.278,5.995,90.309
subject0018,Tk,cam09,30,30,3.943,6.060,90.343
subject0018,S,cam09,60,30,3.450,6.071,90.324
subject0018,GEN,cam09,0,0,nan,19.899,nan
subject0018,T,cam10,60,60,5.812,10.255,89.902
subject0018,Tk,cam10,30,30,4.257,10.067,89.662
subject0018,S,cam10,60,30,4.066,9.894,89.806
subject0018,GEN,cam10,0,0,nan,32.382,nan
subject0018,T,cam16,60,60,5.214,6.960,89.563
subject0018,Tk,cam16,30,30,3.845,6.359,89.890
subject0018,S,cam16,60,30,2.833,6.321,89.832
subject0018,GEN,cam16,0,0,nan,29.065,nan
subject0018,T,cam17,60,60,5.557,7.085,90.111
subject0018,Tk,cam17,30,30,4.168,6.898,90.132
subject0018,S,cam17,60,30,3.337,6.984,90.036
subject0018,GEN,cam17,0,0,nan,25.644,nan
subject0018,S240,cam09,122,61,3.548,6.122,90.294
subject0018,F,cam00,600,0,nan,18.513,90.177
subject0018,F,cam01,600,0,nan,19.393,90.177
subject0018,F,cam02,600,0,nan,30.801,90.177
subject0018,F,cam03,600,0,nan,31.912,90.177
subject0018,F,cam07,600,0,nan,30.378,90.177
subject0018,F,cam08,600,0,nan,12.620,90.177
subject0018,F,cam09,600,0,nan,13.059,90.177
subject0018,F,cam10,600,0,nan,34.836,90.177
subject0018,F,cam16,600,0,nan,31.555,90.177
subject0018,F,cam17,600,0,nan,18.509,90.177
subject0018,M,cam00,600,300,9.166,12.193,90.065
subject0018,M,cam01,600,300,9.166,12.516,90.065
subject0018,M,cam02,600,300,9.166,15.162,90.065
subject0018,M,cam03,600,300,9.166,14.748,90.065
subject0018,M,cam07,600,300,9.166,19.132,90.065
subject0018,M,cam08,600,300,9.166,12.015,90.065
subject0018,M,cam09,600,300,9.166,16.082,90.065
subject0018,M,cam10,600,300,9.166,30.144,90.065
subject0018,M,cam16,600,300,9.166,24.258,90.065
subject0018,M,cam17,600,300,9.166,18.922,90.065
subject0018,S_cross,cam00,0,0,nan,36.553,nan
subject0018,S_cross,cam01,0,0,nan,35.413,nan
subject0018,S_cross,cam02,0,0,nan,44.429,nan
subject0018,S_cross,cam03,0,0,nan,47.145,nan
subject0018,S_cross,cam07,0,0,nan,47.805,nan
subject0018,S_cross,cam08,0,0,nan,17.368,nan
subject0018,S_cross,cam10,0,0,nan,33.448,nan
subject0018,S_cross,cam16,0,0,nan,37.644,nan
subject0018,S_cross,cam17,0,0,nan,16.110,nan
subject0021,T,cam08,60,60,6.055,7.184,89.742
subject0021,Tk,cam08,30,30,4.139,6.814,89.597
subject0021,S,cam08,60,30,3.221,6.841,89.196
subject0021,GEN,cam08,0,0,nan,27.399,nan
subject0021,T,cam09,60,60,6.335,6.774,89.769
subject0021,Tk,cam09,30,30,4.213,6.922,89.726
subject0021,S,cam09,60,30,3.386,6.921,89.948
subject0021,GEN,cam09,0,0,nan,26.568,nan
subject0021,T,cam10,60,60,5.912,7.761,89.231
subject0021,Tk,cam10,30,30,3.981,8.111,89.259
subject0021,S,cam10,60,30,3.348,7.606,90.060
subject0021,GEN,cam10,0,0,nan,34.213,nan
subject0021,T,cam16,60,60,5.394,7.343,89.725
subject0021,Tk,cam16,30,30,3.958,7.196,89.711
subject0021,S,cam16,60,30,3.346,7.082,89.883
subject0021,GEN,cam16,0,0,nan,29.696,nan
subject0021,T,cam17,60,60,7.161,7.330,89.700
subject0021,Tk,cam17,30,30,5.097,6.745,89.676
subject0021,S,cam17,60,30,3.822,7.149,89.678
subject0021,GEN,cam17,0,0,nan,28.787,nan
subject0021,S240,cam17,116,58,4.511,7.182,89.309
subject0021,F,cam08,300,0,nan,11.530,89.463
subject0021,F,cam09,300,0,nan,14.844,89.463
subject0021,F,cam10,300,0,nan,38.151,89.463
subject0021,F,cam16,300,0,nan,30.894,89.463
subject0021,F,cam17,300,0,nan,12.716,89.463
subject0021,M,cam08,300,150,7.061,9.499,89.479
subject0021,M,cam09,300,150,7.061,9.789,89.479
subject0021,M,cam10,300,150,7.061,23.879,89.479
subject0021,M,cam16,300,150,7.061,15.103,89.479
subject0021,M,cam17,300,150,7.061,13.531,89.479
subject0021,S_cross,cam08,0,0,nan,20.428,nan
subject0021,S_cross,cam09,0,0,nan,23.014,nan
subject0021,S_cross,cam10,0,0,nan,41.011,nan
subject0021,S_cross,cam16,0,0,nan,36.944,nan
subject0019,T,cam00,60,60,5.503,6.962,90.358
subject0019,Tk,cam00,30,30,4.197,6.572,90.535
subject0019,S,cam00,60,30,2.939,6.535,90.178
subject0019,GEN,cam00,0,0,nan,16.865,nan
subject0019,T,cam01,60,60,5.585,6.926,90.458
subject0019,Tk,cam01,30,30,4.209,6.947,90.520
subject0019,S,cam01,60,30,3.563,6.912,90.486
subject0019,GEN,cam01,0,0,nan,20.693,nan
subject0019,T,cam02,60,60,5.282,7.527,89.040
subject0019,Tk,cam02,30,30,4.118,6.769,89.732
subject0019,S,cam02,60,30,2.989,6.845,89.919
subject0019,GEN,cam02,0,0,nan,28.811,nan
subject0019,T,cam03,60,60,3.936,5.551,89.211
subject0019,Tk,cam03,30,30,3.079,4.853,89.203
subject0019,S,cam03,60,30,2.591,4.883,89.149
subject0019,GEN,cam03,0,0,nan,24.329,nan
subject0019,T,cam04,60,60,4.399,4.969,90.373
subject0019,Tk,cam04,30,30,3.449,3.948,90.450
subject0019,S,cam04,60,30,2.134,3.944,90.503
subject0019,GEN,cam04,0,0,nan,11.929,nan
subject0019,T,cam07,60,60,4.802,6.539,88.822
subject0019,Tk,cam07,30,30,3.537,6.093,89.771
subject0019,S,cam07,60,30,2.783,5.967,89.944
subject0019,GEN,cam07,0,0,nan,26.069,nan
subject0019,T,cam08,60,60,8.597,9.963,90.020
subject0019,Tk,cam08,30,30,6.772,7.395,90.040
subject0019,S,cam08,60,30,4.623,7.312,89.574
subject0019,GEN,cam08,0,0,nan,28.349,nan
subject0019,T,cam09,60,60,7.301,10.261,89.926
subject0019,Tk,cam09,30,30,5.811,6.790,89.679
subject0019,S,cam09,60,30,3.976,6.811,89.619
subject0019,GEN,cam09,0,0,nan,31.729,nan
subject0019,T,cam10,60,60,7.056,8.760,88.433
subject0019,Tk,cam10,30,30,5.591,7.236,88.460
subject0019,S,cam10,60,30,4.374,7.329,88.093
subject0019,GEN,cam10,0,0,nan,40.718,nan
subject0019,T,cam16,60,60,6.132,8.975,89.408
subject0019,Tk,cam16,30,30,4.527,8.215,91.374
subject0019,S,cam16,60,30,3.370,8.136,91.821
subject0019,GEN,cam16,0,0,nan,35.031,nan
subject0019,T,cam17,60,60,6.060,8.470,90.008
subject0019,Tk,cam17,30,30,4.351,5.969,89.981
subject0019,S,cam17,60,30,2.801,5.741,90.049
subject0019,GEN,cam17,0,0,nan,33.801,nan
subject0019,S240,cam09,126,63,4.139,6.652,89.553
subject0019,F,cam00,660,0,nan,13.296,89.952
subject0019,F,cam01,660,0,nan,14.945,89.952
subject0019,F,cam02,660,0,nan,31.726,89.952
subject0019,F,cam03,660,0,nan,32.044,89.952
subject0019,F,cam04,660,0,nan,27.709,89.952
subject0019,F,cam07,660,0,nan,26.142,89.952
subject0019,F,cam08,660,0,nan,19.997,89.952
subject0019,F,cam09,660,0,nan,25.509,89.952
subject0019,F,cam10,660,0,nan,47.373,89.952
subject0019,F,cam16,660,0,nan,37.120,89.952
subject0019,F,cam17,660,0,nan,28.732,89.952
subject0019,M,cam00,660,330,10.022,11.490,90.132
subject0019,M,cam01,660,330,10.022,12.574,90.132
subject0019,M,cam02,660,330,10.022,15.272,90.132
subject0019,M,cam03,660,330,10.022,14.358,90.132
subject0019,M,cam04,660,330,10.022,17.528,90.132
subject0019,M,cam07,660,330,10.022,17.314,90.132
subject0019,M,cam08,660,330,10.022,16.203,90.132
subject0019,M,cam09,660,330,10.022,22.091,90.132
subject0019,M,cam10,660,330,10.022,36.286,90.132
subject0019,M,cam16,660,330,10.022,26.697,90.132
subject0019,M,cam17,660,330,10.022,30.823,90.132
subject0019,S_cross,cam00,0,0,nan,36.579,nan
subject0019,S_cross,cam01,0,0,nan,34.824,nan
subject0019,S_cross,cam02,0,0,nan,50.694,nan
subject0019,S_cross,cam03,0,0,nan,58.169,nan
subject0019,S_cross,cam04,0,0,nan,62.450,nan
subject0019,S_cross,cam07,0,0,nan,47.598,nan
subject0019,S_cross,cam08,0,0,nan,19.765,nan
subject0019,S_cross,cam10,0,0,nan,34.491,nan
subject0019,S_cross,cam16,0,0,nan,43.736,nan
subject0019,S_cross,cam17,0,0,nan,23.886,nan
subject0026,T,cam00,60,60,5.468,6.766,90.581
subject0026,Tk,cam00,30,30,4.331,5.749,90.629
subject0026,S,cam00,60,30,2.708,5.832,90.731
subject0026,GEN,cam00,0,0,nan,20.426,nan
subject0026,T,cam01,59,59,4.428,6.240,90.438
subject0026,Tk,cam01,29,29,3.414,5.876,90.545
subject0026,S,cam01,59,29,2.664,5.808,90.602
subject0026,GEN,cam01,0,0,nan,19.555,nan
subject0026,T,cam02,60,60,4.322,5.408,89.099
subject0026,Tk,cam02,30,30,3.171,5.063,89.524
subject0026,S,cam02,60,30,2.627,5.028,89.611
subject0026,GEN,cam02,0,0,nan,23.119,nan
subject0026,T,cam03,60,60,3.714,4.092,89.239
